"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
568,"LHommage",42.5,4.8,1555,"36 Av. de Choisy","Paris, Ile-de-France, France","restaurant francais","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
569,"Dessirier",100.0,4.8,1566,"9, place du Marechal Juin","Paris, Ile-de-France, France","fruits de mer","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
570,"Claudia Paris",25.0,4.8,1315,"51 Av. de la Motte-Picquet","Paris, Ile-de-France, France","restaurant italiens","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
571,"Contraste",100.0,4.8,862,"18 Rue dAnjou","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
572,"Made in Italy Capucines",15.0,4.8,690,"22 Rue des Capucines","Paris, Ile-de-France, France","fast food","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
573,"Loffice",26.0,4.8,1484,"3 Rue Richer","Paris, Ile-de-France, France","pub et bar","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
574,"Tentazioni - Trattoria Lepic",25.0,4.8,2945,"86 Bis Rue Lepic","Paris, Ile-de-France, France","italien","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
575,"Mova",43.0,4.8,772,"39 Rue des Dames","Paris, Ile-de-France, France","restaurant francais","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
576,"La Truffiere",89.5,4.8,3660,"4 Rue Blainville","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
577,"Le Speakeasy",100.0,4.8,4740,"25 Rue Jean Giraudoux","Paris, Ile-de-France, France","club","Paris","75016",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
578,"Hayaku Cafe",15.0,4.8,807,"9 R. de la Monnaie","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
579,"Food Breizh",15.0,4.8,1166,"31 Quai Anatole France","Paris, Ile-de-France, France","desserts","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
580,"Le Colimacon marais",59.0,4.8,4369,"44 Rue Vieille du Temple","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
581,"Campelli by Vartivar Jarkezian",100.0,4.8,535,"36 Rue Croix des Petits Champs","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
582,"Perchiana",25.0,4.8,6959,"7 Rue Mademoiselle","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
583,"MASTER POULET - Menilmontant - Oberkampf",5.5,4.8,1432,"156 Rue Oberkampf","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
584,"Les Arlots",30.5,4.8,1570,"136 Rue du Faubourg Poissonniere","Paris, Ile-de-France, France","pub et bar","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
585,"The French Flair",15.0,4.8,3042,"75 Bis Bd de Clichy","Paris, Ile-de-France, France","bars a cocktails","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
586,"Restaurant David Toutain",100.0,4.8,2651,"29 Rue Surcouf","Paris, Ile-de-France, France","restaurant francais","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
587,"Chipie Club",15.0,4.8,1197,"134 Rue dAboukir","Paris, Ile-de-France, France","club","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
588,"Public House Paris",45.0,4.8,3131,"21 Rue Daunou","Paris, Ile-de-France, France","restaurant britanniques","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
589,"Restaurant Marius",100.0,4.8,777,"82 Bd Murat","Paris, Ile-de-France, France","restaurant francais","Paris","75016",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
590,"Les Jardins du Presbourg",51.5,4.8,2259,"Les Jardins du Presbourg","Paris, Ile-de-France, France","restaurant francais","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
591,"Le Diamant Bleu - Diner Croisiere",100.0,4.8,743,"2 Rue du Ranelagh","Paris, Ile-de-France, France","restaurant","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
592,"Joya",25.0,4.8,3003,"47 Rue St Charles","Paris, Ile-de-France, France","restaurant italiens","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
593,"Pedzouille La Grange",15.5,4.8,3858,"Novotel Paris Porte de Versailles, 4 Av. de la Prte de la Plaine Rooftop - 8eme etage","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
594,"Le Dome Villiers - Paris",41.0,4.8,5467,"4 Av. de Villiers","Paris, Ile-de-France, France","cafe","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
595,"Burger King",15.0,4.8,5307,"25 Rue De Dunkerque","Paris, Ile-de-France, France","fast food","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
596,"Slow",25.0,4.8,542,"4 Rue Danville","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
597,"Kuna Bada",25.0,4.8,1022,"42 Rue dArgout","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
598,"BISTROT MEE",25.0,4.8,5887,"5 Rue dArgenteuil","Paris, Ile-de-France, France","restaurant coreens","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
599,"The Moose",25.0,4.8,6061,"16 Rue des Quatre Vents","Paris, Ile-de-France, France","pub et bar","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
600,"Experimental Cocktail Club",15.0,4.8,4181,"37 Rue Saint-Sauveur","Paris, Ile-de-France, France","club","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
601,"BAFFO",100.0,4.8,981,"12 Rue Pecquay","Paris, Ile-de-France, France","italien","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
602,"114 Faubourg",100.0,4.8,2661,"114 Rue du Faubourg Saint-Honore","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
603,"Takesan Donabe Ramen",15.0,4.8,1671,"20 Rue de la Michodiere","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
604,"Restaurant La Mediterranee",63.5,4.8,1534,"2 Pl. de lOdeon","Paris, Ile-de-France, France","restaurant","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
605,"La Traboule",38.0,4.8,1617,"27-29 rue de Penthievre","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
606,"Maison Pinsa Grands Boulevards",25.0,4.8,2365,"8 Rue du Faubourg Poissonniere","Paris, Ile-de-France, France","pizzeria","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
607,"Ostra Paris - Restaurant Oyster Bar a huitres sea food",25.0,4.8,2165,"17 Rue du Petit Pont","Paris, Ile-de-France, France","restaurant","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
608,"Au Ptit Grec",5.5,4.8,9873,"68 Rue Mouffetard","Paris, Ile-de-France, France","desserts","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
609,"Terre dAzur Arc de Triomphe - Brunch Coffee Shop Lunch",25.0,4.8,4424,"10 Av. de Wagram","Paris, Ile-de-France, France","cafe","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
610,"yume house",25.0,4.8,1031,"7 Pl. Jean-Michel Basquiat","Paris, Ile-de-France, France","cafeteria","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
611,"Setopa",35.0,4.8,186,"6 Rue Dupuytren","Paris, Ile-de-France, France","restaurant coreens","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
612,"Pizzou Pigalle",15.0,4.8,2542,"28 Rue de Douai","Paris, Ile-de-France, France","pizzeria","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
613,"Sushi House",25.0,4.8,2979,"80 Rue du Faubourg Poissonniere","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
614,"Ptit Coco",25.0,4.8,829,"12 Place dItalie","Paris, Ile-de-France, France","cafe","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
615,"JJIN Korean Barbecue",30.0,4.8,2821,"35 Rue de la Gaite","Paris, Ile-de-France, France","bbq","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
616,"Uma Nota",22.5,4.8,3748,"86 Rue Reaumur","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
